STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1793.82,669.76,409.42,253.94,457.94,1181.64,609.00,234.61,216.23,189.72,129.85,89.85,78.35,81.36,94.23,115.40,149.81,192.73,221.69
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2578.42,987.61,660.61,328.82,601.46,1753.31,825.21,347.75,321.65,295.52,207.99,157.11,119.73,102.71,106.37,135.04,204.24,262.17,318.13
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3680.89,1297.81,821.71,490.88,1066.31,2348.12,1328.60,437.10,386.24,387.91,255.55,178.25,139.55,151.94,199.38,270.71,388.77,406.83,478.67
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2108.99,782.24,505.46,248.18,574.77,1420.24,689.40,278.75,224.85,237.89,171.73,109.92,66.61,79.29,102.28,136.72,200.08,237.97,276.97
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3308.06,849.36,841.40,610.85,1006.95,1818.05,1497.19,277.06,233.43,312.28,292.61,236.51,178.72,192.78,239.35,284.18,365.65,357.12,356.18
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2762.11,1107.86,572.22,329.46,750.02,1880.97,878.08,397.20,329.18,286.24,183.60,116.69,93.16,109.58,126.72,168.32,263.61,318.09,384.04
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1046.25,464.55,225.82,78.95,277.78,788.69,259.66,161.76,142.10,121.55,71.28,32.99,22.28,22.63,35.16,54.79,92.92,130.07,159.84
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3290.45,1145.24,787.32,473.76,882.27,2074.91,1214.97,404.19,351.59,352.23,251.17,183.92,140.01,146.88,186.87,236.54,320.75,342.08,391.33
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3201.98,999.03,747.03,501.81,955.37,1924.12,1280.10,357.09,266.46,316.21,245.40,185.42,143.64,161.03,197.14,260.40,332.47,362.50,374.21
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3628.15,1385.85,855.74,446.37,938.52,2465.02,1163.96,499.97,422.38,424.44,257.02,174.28,132.48,142.44,171.44,218.84,324.47,395.21,465.17
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2089.85,908.48,491.63,231.05,555.96,1564.24,623.63,331.58,278.65,248.47,158.40,99.06,74.05,75.56,85.56,120.15,189.39,256.94,317.08
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2254.27,930.63,472.61,241.46,613.91,1563.48,693.91,321.38,283.07,229.09,152.16,91.35,63.97,72.87,104.63,135.73,225.36,252.81,321.85
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2512.66,934.63,579.58,300.59,698.31,1670.56,840.74,337.83,258.25,263.68,189.95,125.95,80.91,91.44,128.24,170.93,243.27,284.11,338.09
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1369.81,559.41,301.99,156.19,352.77,960.93,410.19,196.66,180.44,150.58,93.55,57.85,42.21,49.03,64.96,82.74,113.40,156.63,181.75
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3243.55,885.23,817.51,585.11,957.74,1831.81,1415.62,315.69,243.24,328.63,270.58,218.29,173.58,189.85,230.36,272.41,339.80,345.52,324.26
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1935.81,820.73,442.75,189.70,486.50,1408.05,532.53,282.33,267.59,221.38,139.82,81.55,51.75,59.76,78.19,100.45,160.84,225.22,266.94
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1729.81,707.08,389.76,185.10,446.23,1221.93,505.36,247.40,226.70,188.69,123.04,78.03,58.38,58.67,71.62,102.24,147.36,204.00,234.61
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2218.48,918.68,512.62,235.83,550.35,1576.40,641.67,319.54,281.02,247.35,162.07,103.20,75.27,73.03,87.52,123.16,179.48,247.70,319.13
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3545.27,1026.13,884.52,657.94,973.84,2024.94,1515.46,338.21,310.80,338.75,300.57,245.20,204.68,210.68,242.59,274.61,337.70,361.53,379.95
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2959.50,837.47,731.07,499.06,887.55,1704.47,1248.10,293.50,219.45,313.22,235.40,182.45,139.81,157.38,201.87,244.12,322.47,320.95,328.88
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1544.41,478.98,347.95,249.41,492.26,918.64,627.71,209.10,162.63,163.28,119.23,85.96,73.18,75.35,100.87,128.36,172.57,191.33,199.59
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2443.68,761.56,559.88,404.70,715.52,1443.34,996.00,269.60,222.64,234.63,189.37,135.88,119.66,126.68,158.37,200.50,254.92,260.10,271.33
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1698.92,757.38,394.24,135.31,415.06,1274.94,428.40,278.13,232.86,200.20,125.80,68.24,35.26,39.92,63.88,86.91,137.94,200.22,268.39
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1862.52,694.32,410.37,229.07,530.06,1234.74,628.06,244.86,205.43,190.49,135.47,84.40,61.18,73.82,97.13,130.07,184.51,215.48,242.72
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp85,CESM1-CAM5,2040-2059,853.62,342.76,171.69,103.26,234.99,578.79,273.79,122.53,112.16,84.78,53.70,33.20,27.83,29.93,45.50,58.55,78.79,108.51,127.09
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1968.62,685.02,421.74,306.93,556.40,1220.80,747.85,239.12,205.91,184.65,137.94,99.15,84.25,97.23,125.45,151.79,189.99,214.62,238.52
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp85,CESM1-CAM5,2040-2059,4237.67,1147.11,1089.07,781.16,1220.72,2391.78,1848.74,401.48,328.71,450.76,353.31,285.01,228.21,246.33,306.62,344.54,438.03,438.14,416.52
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3399.07,1262.74,769.78,424.12,942.11,2232.75,1166.59,473.15,346.98,333.18,266.29,170.32,113.77,134.70,184.90,246.36,325.79,369.96,442.92
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1541.97,644.36,345.78,131.87,386.30,1089.71,394.79,234.96,213.66,173.42,108.61,63.75,36.82,40.74,54.31,73.96,132.16,187.13,241.76
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2780.50,776.58,647.97,538.75,818.56,1529.59,1252.92,284.52,217.06,243.00,224.75,180.22,160.74,172.16,205.86,247.54,286.40,284.61,284.50
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1930.77,841.45,459.97,160.85,471.26,1439.37,494.76,297.39,261.71,226.21,148.60,85.17,45.42,46.76,68.67,93.47,155.27,222.52,279.58
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2595.27,515.77,581.34,660.71,837.93,1166.48,1430.39,182.92,134.65,172.70,201.26,207.39,196.20,216.94,247.58,269.56,292.73,275.64,222.30
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1893.75,663.43,388.81,297.51,546.04,1168.56,727.37,234.90,202.83,167.43,127.29,94.09,84.81,94.68,118.02,145.79,189.98,210.28,233.81
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3324.10,1134.46,784.56,443.61,953.41,2116.57,1198.69,381.52,328.44,364.58,252.55,167.43,130.73,136.47,176.40,249.68,350.44,385.01,432.56
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3443.06,1341.02,756.13,418.64,927.96,2315.41,1125.92,472.01,427.76,366.20,228.58,161.35,111.74,141.24,171.24,224.54,321.40,382.02,440.57
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1530.58,558.93,336.92,189.31,405.89,975.88,494.08,209.20,182.70,156.20,106.70,74.03,53.50,62.92,76.95,95.59,135.14,175.16,206.56
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1582.16,641.78,342.16,177.57,422.66,1103.31,481.35,226.04,200.14,167.39,106.41,68.36,47.13,55.83,74.62,98.59,136.82,187.25,213.58
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1607.94,613.03,369.77,228.09,395.18,1065.31,540.60,222.88,200.07,171.64,124.45,82.26,66.42,73.02,88.65,104.51,125.75,164.92,201.97
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3466.62,1182.57,821.35,446.81,1009.73,2216.58,1239.12,434.16,348.46,393.12,264.52,163.72,123.85,137.92,185.05,259.05,369.55,381.13,406.11
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1576.59,665.08,354.89,140.78,416.98,1126.26,452.17,251.19,195.11,168.41,115.34,71.14,39.86,50.42,70.07,98.86,141.39,176.73,217.65
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3366.94,1213.72,862.70,433.04,926.65,2199.72,1176.01,470.04,378.06,417.83,285.31,173.82,125.25,133.75,180.73,255.19,330.48,397.23,423.61
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp85,CESM1-CAM5,2060-2079,4236.78,1246.60,1032.13,709.38,1246.28,2449.55,1786.65,479.12,384.18,440.06,354.62,259.45,212.52,230.75,292.27,381.67,436.14,428.46,426.21
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2906.37,729.40,694.49,656.92,824.92,1474.89,1430.31,264.32,206.57,243.34,236.03,239.09,206.59,209.46,240.87,251.49,282.81,290.62,282.69
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2580.40,569.53,631.13,620.05,762.55,1237.82,1347.65,207.43,167.51,215.59,215.24,211.08,193.47,199.78,226.81,246.53,269.98,246.03,213.04
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2405.12,599.14,575.33,523.69,708.15,1221.00,1185.10,222.97,171.04,206.95,187.38,191.35,164.87,175.38,192.21,216.97,253.09,238.09,221.04
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2762.14,934.61,664.14,416.95,746.18,1710.63,1050.90,332.57,285.83,289.90,208.49,165.75,132.26,130.47,160.75,204.43,263.77,292.61,316.47
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2486.13,875.84,572.80,345.39,690.54,1594.57,888.81,307.31,268.35,257.83,179.63,135.35,91.59,119.93,133.86,172.99,235.09,282.47,301.74
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2987.55,1027.39,688.84,412.66,859.47,1888.52,1101.39,407.90,292.00,310.49,220.98,157.37,112.11,128.30,172.24,224.96,306.40,328.11,326.67
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2971.91,1141.91,668.18,337.20,826.68,2029.56,945.18,470.30,305.29,331.44,209.62,127.12,86.71,109.36,141.13,207.47,273.40,345.82,364.25
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1846.98,611.22,401.89,301.75,534.73,1108.40,741.97,222.45,176.87,168.09,131.08,102.72,84.32,93.25,124.17,149.15,188.36,197.23,209.29
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2113.08,918.07,501.75,214.56,565.96,1500.80,610.06,347.67,275.64,247.29,158.57,95.89,52.24,64.31,98.01,127.07,188.87,250.02,293.44
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2698.49,575.47,654.54,719.66,747.92,1218.55,1479.41,198.50,170.27,211.81,209.30,243.89,235.50,237.29,246.87,255.58,260.27,232.07,207.60
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1569.73,587.12,337.51,211.61,435.58,1037.15,534.67,213.28,170.76,154.47,112.23,70.80,55.93,67.28,88.40,107.57,144.68,183.34,200.98
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1841.65,669.54,422.57,271.87,474.87,1192.59,645.84,230.61,216.66,193.76,133.73,95.08,81.37,86.60,103.90,122.42,156.47,195.98,225.07
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2619.35,996.28,668.15,339.31,615.68,1772.68,846.77,348.38,321.67,292.14,217.38,158.63,121.25,106.60,111.46,137.52,211.31,266.85,326.15
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3788.64,1292.20,876.65,518.13,1097.59,2395.28,1389.31,469.91,362.14,413.83,276.68,186.14,141.35,162.05,214.73,295.06,389.99,412.55,464.21
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2240.29,834.06,520.54,268.25,619.10,1495.82,745.06,313.37,241.78,241.91,177.23,116.07,72.46,84.21,111.59,154.00,212.55,252.55,277.24
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3376.90,852.87,851.43,647.13,1025.94,1804.06,1579.64,307.17,234.02,330.21,275.57,245.65,196.65,205.02,245.46,314.96,371.91,339.07,327.59
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2852.96,1137.65,590.37,337.74,784.63,1939.48,910.38,416.96,337.11,301.71,187.88,115.86,92.68,113.18,131.87,183.77,273.01,327.85,386.15
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1135.87,491.70,255.15,88.35,301.55,847.96,290.11,176.72,150.54,133.62,82.96,38.57,24.40,24.26,40.90,64.34,98.86,138.35,163.56
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3349.25,1155.48,791.57,488.10,912.21,2100.17,1248.53,431.74,329.33,352.81,254.15,184.62,142.75,152.40,192.95,245.02,330.79,354.10,396.29
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3338.86,1032.53,778.10,542.58,986.79,1971.83,1369.13,395.11,300.90,318.40,259.63,200.07,159.80,169.66,213.11,280.17,346.31,360.31,335.39
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3663.60,1392.97,824.26,446.88,997.77,2456.15,1208.30,521.86,395.50,407.66,247.93,168.68,131.14,138.85,176.89,241.71,351.03,405.03,477.33
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2155.68,938.30,506.37,237.37,574.23,1618.25,638.79,348.67,285.95,260.11,164.77,95.98,72.78,75.19,93.44,127.53,194.02,263.46,322.85
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2371.91,976.85,508.71,255.39,635.40,1646.32,728.74,346.34,297.26,243.98,160.15,104.57,66.55,77.29,111.55,143.57,225.20,266.62,328.81
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2615.28,961.66,593.58,318.21,742.26,1720.19,893.60,375.43,272.45,269.97,191.18,132.43,85.46,95.05,137.70,183.50,259.47,299.29,313.35
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1435.99,572.19,323.86,169.96,370.54,994.01,443.31,207.22,178.86,157.42,103.67,62.78,43.56,53.79,72.61,91.22,119.36,159.96,185.54
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3386.87,909.69,873.78,621.47,983.84,1881.98,1508.55,340.18,264.37,337.60,303.91,232.27,190.17,198.58,242.23,299.34,355.48,329.03,303.23
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2028.88,855.27,469.68,202.95,504.97,1464.82,568.98,302.66,273.67,229.07,147.34,93.26,54.84,63.06,85.05,108.53,164.24,232.21,274.96
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1763.14,706.11,396.61,198.44,460.33,1227.62,532.99,245.79,225.48,188.87,128.99,78.74,59.69,62.00,80.79,108.42,155.14,204.53,236.48
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2309.34,956.22,537.39,248.14,566.55,1643.36,665.55,335.78,292.33,263.97,168.23,105.19,75.29,77.27,95.57,126.99,185.24,254.33,329.16
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3626.71,1027.42,893.70,700.47,1002.35,2035.73,1586.15,360.57,297.61,354.76,290.76,248.18,215.50,226.02,258.95,289.53,347.97,364.84,372.02
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3085.83,858.23,766.83,529.14,927.49,1742.83,1336.35,326.01,224.15,319.61,254.41,192.81,152.95,164.08,212.11,278.99,335.41,313.09,312.20
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1594.80,489.07,358.25,262.92,509.28,937.76,659.03,213.74,169.86,166.58,121.59,91.37,77.53,79.81,105.58,132.50,181.37,195.40,197.17
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2556.91,781.49,607.59,427.46,738.39,1500.79,1051.79,279.45,237.46,260.19,197.71,149.69,127.57,134.40,165.50,207.15,267.48,263.75,266.55
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1807.30,784.51,432.43,145.55,447.93,1343.66,468.19,296.46,238.44,215.44,138.72,78.27,35.36,43.06,71.05,99.06,145.31,214.26,272.02
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1978.76,735.81,428.83,251.11,564.34,1298.90,680.11,269.65,216.82,194.70,143.50,90.63,68.74,80.72,105.08,145.24,193.13,225.97,248.01
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp85,CESM1-CAM5,2060-2079,909.66,363.70,189.44,108.18,247.38,618.72,289.86,136.39,115.09,89.74,64.26,35.44,27.42,32.36,48.40,62.67,83.58,112.37,132.38
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2069.48,714.54,437.11,339.46,579.90,1262.54,807.00,256.24,209.85,187.27,143.45,106.39,93.08,107.32,139.06,163.18,197.98,218.74,246.92
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp85,CESM1-CAM5,2060-2079,4389.86,1134.03,1157.62,825.95,1272.61,2408.12,1984.45,411.30,339.39,469.73,382.75,305.14,249.69,261.11,315.14,388.89,464.47,419.25,382.99
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3594.26,1332.89,831.24,449.70,980.12,2369.64,1224.93,524.87,390.42,376.21,276.33,178.70,123.64,141.59,194.19,264.80,331.73,383.59,417.90
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1652.52,675.58,383.84,146.01,411.81,1156.52,435.00,255.65,216.66,188.47,122.35,73.02,37.51,45.45,63.05,83.89,139.41,195.84,252.01
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2867.19,786.66,683.22,561.45,837.15,1560.56,1308.57,295.89,229.49,258.52,228.13,196.57,167.42,178.96,215.07,252.81,297.74,286.60,271.46
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2080.85,893.59,502.92,171.42,515.78,1548.90,535.46,330.26,272.97,247.41,161.90,93.61,44.49,50.81,76.12,106.97,163.46,245.35,287.51
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp85,CESM1-CAM5,2060-2079,2616.13,508.13,585.62,681.77,841.05,1156.19,1461.48,189.00,142.66,176.38,199.03,210.22,203.08,223.30,255.38,270.28,299.22,271.55,200.31
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1984.98,689.94,402.01,326.80,568.32,1206.47,780.75,251.25,206.92,169.15,132.40,100.46,94.30,103.28,129.22,155.66,197.83,214.83,240.02
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3404.16,1121.41,767.66,473.18,1034.16,2110.75,1284.82,402.39,310.86,357.89,238.65,171.12,134.73,147.16,191.28,274.66,379.59,414.36,415.91
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp85,CESM1-CAM5,2060-2079,3564.58,1402.38,790.84,422.76,949.30,2418.22,1144.56,498.60,451.48,378.03,242.44,170.37,110.87,140.09,177.34,233.32,318.11,397.87,451.61
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp85,CESM1-CAM5,2060-2079,1641.65,580.82,376.93,209.48,433.35,1034.31,543.28,222.59,184.93,170.84,124.00,82.10,57.04,69.78,87.25,108.23,143.47,181.65,214.36
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2080-2099,1662.66,655.91,360.09,195.67,449.73,1140.40,521.71,234.21,201.13,169.78,116.64,73.67,53.41,59.30,82.97,106.57,145.80,197.36,221.84
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2080-2099,1666.41,621.97,381.85,244.25,419.28,1089.68,578.22,223.23,199.25,175.28,124.61,90.72,71.20,77.29,95.77,111.60,131.65,176.03,208.51
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2080-2099,3615.41,1252.03,856.44,468.74,1044.11,2310.92,1308.92,448.06,365.32,388.22,282.49,185.73,130.50,140.55,197.69,269.95,384.50,389.66,432.73
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp85,CESM1-CAM5,2080-2099,1810.16,754.05,407.91,167.69,477.49,1270.30,536.10,270.69,223.09,192.03,126.15,89.73,52.83,60.40,78.38,112.23,166.44,198.81,263.29
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp85,CESM1-CAM5,2080-2099,3506.76,1265.16,879.63,451.54,973.30,2266.35,1242.62,497.91,381.02,414.39,292.54,187.33,134.75,137.90,185.78,267.33,354.12,410.61,456.96
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp85,CESM1-CAM5,2080-2099,4351.31,1306.82,1076.97,726.44,1263.46,2551.92,1843.86,504.81,388.98,440.41,367.54,291.04,217.96,239.17,296.07,381.05,445.33,460.09,455.65
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2080-2099,2956.93,733.29,714.80,668.32,841.87,1487.47,1470.41,267.51,211.43,237.99,243.23,257.64,204.06,218.33,245.93,257.07,287.38,297.42,276.95
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp85,CESM1-CAM5,2080-2099,2609.63,574.63,621.59,644.16,772.76,1223.78,1390.42,205.35,161.97,197.70,209.12,224.66,200.57,207.99,235.60,247.75,273.85,251.16,226.43
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2080-2099,2454.14,623.93,577.11,527.56,723.80,1261.03,1189.61,231.71,178.41,210.59,187.94,189.11,170.53,170.85,194.72,217.54,255.40,250.86,233.39
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp85,CESM1-CAM5,2080-2099,2849.43,957.56,683.79,444.68,762.90,1743.62,1104.35,335.90,296.64,290.57,216.71,176.52,140.91,137.59,173.07,210.36,272.80,294.47,325.51
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2080-2099,2647.62,910.99,618.95,379.59,734.33,1673.51,968.68,322.95,277.22,271.93,196.04,150.98,104.49,128.25,146.84,188.26,249.86,296.21,314.59
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2080-2099,3120.87,1097.26,681.26,423.24,914.58,1972.06,1140.55,420.57,295.31,305.60,217.86,157.81,116.79,129.47,176.98,233.91,325.59,355.08,385.90
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2080-2099,3147.68,1218.33,691.07,377.91,854.19,2123.89,1014.46,490.05,314.73,332.61,219.58,138.88,105.03,124.66,148.22,203.72,293.95,356.51,419.74
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2080-2099,1947.01,646.59,413.84,322.49,564.07,1154.61,794.48,231.57,187.63,171.22,130.17,112.45,93.10,99.74,129.66,164.12,195.41,204.53,227.42
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp85,CESM1-CAM5,2080-2099,2332.20,1018.40,542.92,255.12,604.75,1638.59,686.08,377.53,297.52,265.52,166.25,111.15,68.12,78.25,108.75,130.70,208.40,265.64,350.34
