STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2204.18,902.19,457.69,253.20,595.15,1510.39,696.67,319.72,277.10,228.74,135.76,93.18,75.90,77.10,100.21,135.07,215.21,244.87,301.32
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2653.01,967.38,585.38,367.39,733.29,1665.25,986.49,344.63,300.38,252.36,181.34,151.68,112.74,106.13,148.51,213.17,254.26,265.87,321.94
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1354.14,537.80,295.30,163.39,358.18,925.65,429.74,196.93,170.96,150.71,86.67,57.92,41.46,53.87,68.05,86.83,121.60,149.75,169.39
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,3384.41,1064.76,852.02,564.98,904.90,2014.47,1373.88,398.87,307.13,334.96,296.07,221.00,187.05,176.91,210.36,257.52,330.38,317.00,356.52
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1908.33,807.82,423.37,202.81,478.03,1358.95,553.92,290.48,258.51,215.63,123.42,84.32,56.98,63.58,82.25,104.72,162.08,211.23,255.13
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1696.56,696.70,379.54,175.64,443.04,1195.64,498.43,250.14,213.84,186.73,116.44,76.36,55.91,54.56,68.61,102.51,151.49,196.62,234.36
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2262.02,922.12,523.56,234.54,580.80,1591.45,670.18,323.68,284.52,256.71,162.43,104.42,73.18,72.66,88.70,126.93,204.28,249.59,314.92
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,3555.05,1014.99,937.52,649.55,950.20,2032.35,1517.93,364.17,280.38,350.55,317.08,269.89,200.79,204.37,244.39,269.97,328.52,351.71,373.22
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,3080.56,950.20,729.05,519.96,876.75,1811.34,1262.11,365.88,241.41,318.61,232.89,177.55,153.51,152.56,213.89,275.10,289.51,312.14,347.51
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1502.68,460.10,340.11,250.40,475.32,874.00,630.49,199.37,161.44,150.00,120.07,91.16,75.54,74.27,100.59,134.84,163.20,177.27,185.74
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2512.44,753.32,587.31,457.91,711.94,1433.80,1074.41,274.58,216.02,231.16,197.56,158.60,138.07,135.74,184.10,214.38,243.52,254.03,264.67
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1721.41,759.92,378.36,156.99,429.13,1253.87,471.83,277.76,242.14,201.72,108.88,67.76,37.98,47.00,76.26,99.05,148.03,191.64,262.24
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1895.33,725.47,395.78,239.95,535.44,1223.86,671.87,253.13,227.11,184.51,124.31,86.95,68.41,67.34,107.61,154.41,190.55,190.47,243.91
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,812.72,309.85,164.01,112.39,225.65,526.87,284.92,117.83,97.00,76.57,50.21,37.23,37.09,29.10,46.21,55.37,79.92,100.39,112.19
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2062.99,717.17,434.18,322.02,591.12,1247.17,815.98,252.72,220.50,192.79,137.26,104.14,90.41,92.65,138.96,182.98,206.84,201.30,242.45
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,4289.90,1307.12,1058.03,756.00,1169.18,2495.50,1797.05,483.79,368.96,428.04,361.51,268.49,239.53,225.94,290.52,363.97,408.60,396.61,453.95
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,3489.44,1340.56,803.74,475.07,869.74,2299.38,1190.29,500.33,392.50,362.40,250.08,191.27,144.30,148.31,192.07,236.39,287.55,345.79,448.05
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1526.82,634.43,334.34,137.48,387.42,1062.05,408.76,240.09,211.72,177.11,95.94,61.30,35.49,44.52,57.47,80.86,136.30,177.44,228.41
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2854.31,800.02,681.73,575.57,798.30,1562.06,1294.20,309.72,223.61,245.65,235.92,200.16,173.34,180.64,221.60,244.90,273.56,279.84,276.55
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2039.35,920.46,448.94,174.52,498.34,1508.48,534.37,331.15,293.28,235.97,131.59,81.37,47.52,48.89,78.12,106.76,171.71,219.87,293.12
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,2535.43,508.40,556.92,652.54,818.04,1132.09,1404.89,188.21,128.31,156.37,197.17,203.38,201.23,212.43,238.88,261.02,287.96,269.07,214.99
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1952.95,685.16,395.62,310.10,564.12,1175.93,779.19,241.93,217.67,170.76,126.54,98.32,91.03,90.29,128.78,171.02,199.75,193.34,234.40
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,3282.04,1127.88,787.03,435.91,923.41,2075.18,1198.30,417.61,298.87,345.58,251.35,190.09,129.21,133.08,173.61,240.14,344.17,369.59,419.21
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,3261.93,1279.68,726.86,409.99,846.03,2191.98,1068.38,470.32,401.03,343.24,221.99,161.63,118.69,135.95,161.28,218.43,278.33,349.27,407.70
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp45,GFDL-ESM2M,2060-2079,1553.44,547.63,338.69,201.51,427.06,959.47,534.56,209.85,177.35,161.42,100.81,76.46,51.72,64.28,90.26,107.92,148.66,170.47,198.98
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1510.96,605.05,315.00,177.57,412.17,1029.43,480.98,215.64,185.39,157.08,93.10,64.82,44.68,55.12,77.78,97.14,141.45,173.57,205.18
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1514.88,581.90,341.21,210.41,382.24,1007.51,508.76,213.23,179.82,158.82,113.34,76.99,64.16,67.82,78.43,99.09,122.26,160.89,196.95
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3454.08,1240.38,782.22,447.51,989.60,2213.68,1244.67,437.36,385.72,381.01,237.87,163.33,133.57,132.64,181.31,289.55,344.28,355.77,411.67
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1493.64,627.10,332.95,125.32,405.86,1048.29,442.33,232.92,186.31,158.21,101.04,73.70,39.58,37.28,65.11,99.57,143.74,162.55,210.29
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3242.43,1215.53,790.23,408.70,888.37,2115.72,1128.65,450.67,395.75,384.17,257.55,161.38,125.26,125.74,163.99,253.87,320.74,366.44,437.06
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,4007.58,1264.72,963.73,659.65,1142.03,2385.95,1663.55,457.00,391.69,417.09,322.12,245.37,215.15,204.01,263.88,358.80,399.73,403.68,458.97
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2805.81,691.31,697.87,621.96,796.05,1439.70,1367.10,249.31,178.37,235.85,255.58,231.02,194.35,194.70,232.91,240.54,273.58,281.92,283.63
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2404.34,526.36,579.96,582.00,719.33,1122.97,1285.64,192.15,139.03,168.43,207.11,212.84,182.21,180.63,219.16,233.66,257.14,228.53,213.19
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2319.99,582.67,537.46,528.51,669.73,1159.98,1156.80,221.49,160.40,184.20,178.03,184.44,167.40,175.01,194.85,204.84,239.02,225.87,218.45
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2785.54,903.88,694.29,418.53,768.36,1711.56,1072.53,313.44,280.52,290.92,232.94,170.43,129.75,129.20,166.04,212.38,271.19,299.78,310.40
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2358.51,832.57,547.17,327.85,647.45,1513.63,839.92,299.88,245.29,244.72,172.76,129.68,93.42,102.35,132.08,160.25,222.14,265.06,290.87
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2920.50,1020.96,680.72,432.12,782.65,1830.08,1083.30,379.36,300.43,307.19,213.53,160.00,129.41,123.15,179.56,227.65,263.54,291.46,345.22
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2890.08,1114.29,614.86,350.01,805.33,1925.70,955.86,425.75,314.63,303.73,177.89,133.24,108.83,105.68,135.50,220.02,252.59,332.72,379.50
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1750.30,568.35,401.86,277.60,502.46,1037.73,714.32,206.48,164.41,162.32,132.97,106.58,81.10,78.29,118.21,150.01,180.13,172.32,197.48
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2057.39,902.50,467.82,209.45,555.10,1437.08,613.84,331.39,276.89,229.90,135.20,102.72,59.95,57.78,91.71,133.96,184.13,237.01,300.21
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2548.87,545.21,622.85,669.27,715.57,1154.19,1400.12,191.35,147.94,190.05,211.94,231.45,213.80,220.41,235.07,241.92,257.47,216.18,201.88
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1464.19,545.25,314.51,192.92,408.15,951.90,506.50,193.91,163.94,151.19,92.47,70.84,46.22,61.74,84.97,104.09,138.65,165.41,190.76
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1740.68,624.26,398.92,261.33,456.46,1120.08,621.93,222.11,183.49,177.17,127.71,94.04,83.86,76.86,100.61,114.91,151.64,189.91,218.37
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2509.25,936.83,659.74,328.17,584.97,1701.27,807.69,331.00,295.79,290.48,212.04,157.22,115.87,106.25,106.04,127.09,195.21,262.67,309.57
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3744.73,1324.73,845.42,514.78,1063.96,2366.72,1384.15,484.19,385.44,392.12,261.58,191.73,159.08,151.24,204.45,294.64,383.02,386.31,450.94
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2123.40,780.21,503.37,257.34,579.97,1380.68,740.50,278.49,230.06,230.04,165.49,122.22,80.18,66.56,110.60,162.85,204.20,212.92,274.17
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3184.62,776.33,766.81,658.61,990.90,1660.11,1534.39,261.28,196.53,277.06,275.42,214.33,196.62,200.53,261.46,307.66,353.79,329.44,326.84
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2675.51,1036.35,585.04,318.33,735.35,1810.04,864.14,379.56,273.13,288.26,188.45,122.74,100.77,98.34,119.22,169.00,254.06,312.29,384.10
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1030.43,436.62,227.15,98.03,266.92,738.53,289.77,152.67,138.28,121.69,62.14,43.31,21.12,35.63,42.33,61.18,87.24,118.49,147.39
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3230.91,1073.36,785.09,464.47,908.47,2002.08,1229.07,379.33,313.44,326.97,265.42,192.70,134.46,141.43,188.58,245.75,326.16,354.27,380.12
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3287.19,1052.68,781.14,530.30,919.67,1968.56,1309.76,397.31,302.42,317.00,262.53,201.61,169.98,154.79,205.53,258.89,318.97,341.81,356.36
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3489.85,1312.98,842.03,429.39,904.85,2348.27,1139.44,477.29,375.57,386.06,267.96,188.02,138.81,130.69,159.89,208.47,313.57,382.81,460.73
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2115.06,902.61,506.24,226.73,539.30,1560.91,609.94,331.36,254.48,241.72,162.57,101.95,79.56,72.29,83.25,110.99,185.39,252.68,314.42
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2178.77,898.74,455.61,233.01,591.58,1510.13,667.30,317.37,268.16,231.02,134.00,90.60,61.43,69.64,101.94,134.61,209.08,247.89,313.04
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2582.65,923.77,594.49,342.42,715.77,1630.00,944.45,334.32,275.90,259.98,184.70,149.81,108.47,91.46,142.49,212.07,240.15,263.56,319.74
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1333.69,525.90,291.47,158.79,354.06,909.49,420.61,189.68,165.63,145.10,88.07,58.30,39.94,52.35,66.50,86.84,116.68,150.54,174.07
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3256.33,903.90,834.28,589.49,930.85,1819.09,1440.50,328.20,244.69,300.21,299.49,234.58,188.58,173.90,227.01,283.18,333.25,314.42,328.83
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1885.89,791.54,420.84,196.08,475.72,1339.22,546.79,284.35,247.24,211.09,124.39,85.36,51.71,59.76,84.61,103.40,161.96,210.36,261.67
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1640.50,661.61,362.61,178.51,436.79,1149.35,490.78,236.10,193.91,173.10,118.16,71.35,58.10,55.25,68.59,102.38,145.83,195.88,232.57
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2209.27,891.62,513.60,235.31,571.06,1552.52,660.19,312.99,264.55,242.68,168.73,102.19,76.18,72.64,86.49,125.74,196.95,248.37,311.76
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3460.26,953.98,893.03,658.75,956.95,1939.44,1521.59,332.48,261.51,327.54,303.46,262.03,209.98,204.83,243.94,271.45,329.36,356.14,357.55
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2968.52,832.22,709.58,531.91,897.55,1672.91,1296.13,300.82,210.18,298.70,234.71,176.17,156.55,153.98,221.38,280.00,308.06,309.49,318.49
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1481.68,448.96,355.04,244.72,464.86,871.08,618.66,195.72,158.24,160.41,124.16,92.10,75.33,70.04,99.35,128.86,162.19,173.81,177.44
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2473.54,736.91,590.17,448.11,694.81,1405.56,1061.74,269.66,218.22,231.96,196.49,161.71,139.45,132.11,176.56,207.04,244.88,242.89,252.56
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1642.67,718.94,383.52,148.08,402.00,1204.37,447.18,266.05,226.36,201.88,109.34,72.30,36.01,48.16,68.12,92.70,134.09,184.43,253.32
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1849.25,680.18,409.20,218.20,543.06,1190.65,659.31,243.13,198.80,183.36,132.19,93.65,61.94,56.67,102.69,151.40,196.05,195.60,236.85
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,794.29,309.77,158.17,102.22,223.28,519.76,267.92,116.60,97.40,72.77,48.73,36.66,29.58,28.22,44.41,53.80,75.24,99.20,112.99
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2037.19,688.25,442.73,298.35,604.11,1226.96,805.25,249.92,202.10,185.76,143.27,113.71,83.87,82.34,132.14,176.36,216.83,210.91,239.99
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,4099.92,1102.02,1011.19,788.67,1201.91,2245.06,1861.50,382.74,304.41,393.43,349.52,268.24,245.11,232.75,310.81,382.57,422.02,397.32,411.01
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3508.27,1335.43,791.28,475.12,900.04,2291.47,1202.20,465.05,404.80,353.86,256.08,181.34,135.58,137.79,201.74,262.22,283.53,354.29,471.99
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1489.14,624.83,330.09,126.23,370.63,1047.25,381.68,238.84,204.88,174.43,95.33,60.34,30.46,42.33,53.44,77.36,124.29,175.52,231.04
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2799.03,759.58,692.78,573.30,771.07,1513.10,1278.94,285.41,220.58,246.85,244.22,201.71,177.63,176.59,219.08,233.47,270.47,267.14,266.91
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1966.96,867.09,465.87,158.01,471.73,1459.61,501.98,318.92,269.01,239.76,137.07,89.04,42.82,44.03,71.16,98.10,156.83,216.80,283.43
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,2460.83,478.56,527.53,650.08,804.01,1071.15,1391.08,174.90,122.89,153.60,178.67,195.26,198.06,212.66,239.35,256.20,289.54,258.27,203.90
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1924.02,649.77,406.23,287.95,575.86,1148.16,771.16,235.82,194.22,167.82,131.73,106.67,84.30,79.18,124.47,167.71,208.82,199.33,233.65
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3196.71,1046.94,758.77,441.58,953.10,1989.56,1210.04,368.92,269.01,320.77,251.97,186.03,133.77,132.19,175.62,243.78,350.84,390.18,405.33
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,3319.64,1313.21,726.26,400.73,878.16,2247.38,1069.55,481.14,399.24,352.63,216.11,157.52,108.15,124.13,173.85,218.10,293.19,366.87,434.10
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp45,GFDL-ESM2M,2080-2099,1500.03,543.19,328.84,192.49,404.36,942.92,503.98,203.32,171.72,155.18,98.99,74.67,46.61,63.41,82.47,103.25,133.56,167.54,199.30
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1468.63,615.39,303.94,156.59,394.63,1031.93,439.05,222.44,188.14,154.72,90.79,58.43,46.73,46.36,63.50,91.30,132.73,170.60,202.89
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1499.09,589.28,343.38,197.97,366.64,1013.00,484.14,220.93,184.07,163.93,114.26,73.39,60.04,61.36,76.57,91.19,121.60,153.86,195.31
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3223.39,1140.61,711.49,415.88,949.55,2036.48,1176.67,408.44,351.15,332.33,217.45,161.71,113.18,127.22,175.47,268.79,330.30,350.47,386.89
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1418.02,613.99,314.44,122.50,368.20,1023.63,396.13,224.18,175.77,150.05,98.71,65.68,41.79,37.92,59.63,81.45,126.51,160.24,212.93
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3088.35,1165.77,736.31,380.62,872.38,2021.07,1075.99,437.63,362.82,354.95,238.31,154.96,108.67,118.59,159.29,248.52,307.24,368.86,420.71
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3918.81,1226.98,875.53,638.31,1175.46,2270.44,1647.55,445.35,376.10,375.77,281.88,236.66,187.68,213.45,260.90,375.56,397.01,402.89,449.33
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2786.03,703.00,669.94,626.90,785.57,1428.89,1356.01,260.71,192.97,235.91,231.12,226.26,194.91,205.59,226.39,236.38,266.47,282.72,272.63
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2402.51,537.84,550.99,591.64,725.01,1114.58,1292.95,188.27,147.99,175.09,179.34,205.31,183.69,191.77,216.17,245.21,250.80,229.01,220.67
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2250.33,563.85,514.10,497.93,675.60,1139.57,1111.71,202.69,162.07,182.48,170.16,170.57,157.39,171.42,177.70,209.00,234.20,232.40,214.15
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2660.75,903.82,634.43,386.83,735.41,1651.33,1008.82,313.27,283.59,273.61,200.41,160.41,123.49,117.18,152.03,198.85,262.72,288.25,307.21
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2301.85,843.24,509.81,297.37,649.97,1494.83,804.46,303.76,257.53,229.62,162.67,117.52,85.72,92.44,119.21,160.15,229.42,260.40,283.40
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2720.38,981.34,583.13,372.18,784.63,1728.68,993.97,349.54,269.98,268.13,185.09,129.92,106.27,108.74,157.17,219.01,272.87,292.76,360.92
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2676.16,1067.20,554.30,292.58,764.21,1827.54,851.44,403.44,286.44,278.29,172.63,103.39,83.84,85.73,123.01,191.77,263.71,308.74,375.19
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1672.73,556.22,368.69,262.33,487.81,1006.37,669.38,203.72,163.47,147.99,126.90,93.80,72.52,77.63,112.19,138.67,174.58,174.56,186.71
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1888.63,854.02,414.83,186.44,511.20,1344.61,542.18,303.14,252.00,206.72,125.43,82.68,54.84,51.32,80.28,111.89,175.33,223.98,297.54
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2534.50,544.05,604.68,666.57,718.31,1152.79,1381.18,183.84,153.16,186.58,203.53,224.75,216.48,219.02,231.07,238.43,251.43,228.44,207.95
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1369.46,551.06,281.60,161.12,377.56,934.25,437.09,201.64,165.69,136.80,88.78,56.03,46.30,47.35,67.47,89.69,130.26,157.62,181.83
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1719.78,634.72,391.05,229.90,461.45,1134.04,582.67,233.11,190.66,188.02,122.43,80.59,71.63,68.84,89.43,110.90,161.27,189.28,213.61
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2479.43,972.36,636.74,293.86,576.53,1723.58,755.95,339.12,318.26,291.70,201.73,143.31,105.45,90.61,97.81,123.92,194.86,257.76,314.91
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3534.74,1203.97,785.60,478.32,1063.23,2191.81,1339.33,422.81,370.69,352.47,253.10,180.03,130.81,147.39,200.12,300.01,380.97,382.25,414.10
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1911.27,726.95,434.51,233.13,518.17,1275.70,636.16,263.70,213.90,199.72,145.74,101.40,69.60,67.90,95.63,129.99,176.71,211.47,247.86
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3210.05,791.33,744.89,654.07,1020.20,1635.12,1581.43,280.62,214.69,273.33,240.38,231.19,194.01,214.24,245.82,328.27,367.90,324.02,311.13
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2603.51,1052.23,525.47,278.56,744.82,1779.95,820.64,376.08,313.85,275.92,160.24,103.11,80.03,82.94,115.59,179.02,259.96,305.84,364.73
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp45,HadGEM2-CC,2020-2039,961.23,442.72,204.07,70.28,244.93,722.76,240.32,159.81,135.98,107.47,59.54,37.07,21.07,20.16,30.10,50.74,82.23,111.96,146.15
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3169.44,1088.07,753.05,442.02,884.51,1989.58,1179.37,392.13,318.85,321.17,249.90,181.98,127.32,134.35,180.35,235.25,320.12,346.46,378.89
